9.762700785464950570e-01,4.656827895797530203e+00
4.303787327448389988e+00,1.164645359677781267e+00
2.055267521432877942e+00,4.769842717768494111e+00
8.976636599379368420e-01,4.563744961577555159e+00
-1.526904013221905387e+00,1.001926225915831248e+00
2.917882261333122784e+00,3.443698149857633339e+00
-1.248255774746150237e+00,1.103133634302065014e+00
7.835460015641594111e+00,4.999656959461180605e+00
9.273255210020586503e+00,3.301887221069501610e+00
-2.331169623484445452e+00,1.550842423702082140e+00
5.834500761653291789e+00,2.132438678105719632e+00
5.778983950580887097e-01,4.092529627614082344e+00
1.360891221878645752e+00,4.956101384280302113e+00
8.511932765853220673e+00,4.582493536106101217e+00
-8.579278836042261602e+00,1.503395392625677118e+00
-8.257414005969184956e+00,1.160562115142354633e+00
-9.595632051193485168e+00,3.340048131538913889e+00
6.652396910958760401e+00,3.721760552601733441e+00
5.563135018997009240e+00,1.681155043837065044e+00
7.400242964936381895e+00,4.797629241815745793e+00
9.572366844655281426e+00,2.705892682946584582e+00
5.983171284334471096e+00,2.408932793664192662e+00
-7.704127549413630760e-01,1.607136999007656941e+00
5.610583525729108345e+00,1.753953568804333285e+00
-7.634511482621335610e+00,1.047974117981666398e+00
2.798420426550476847e+00,3.672952082046967437e+00
-7.132934251819071925e+00,1.497770621681478564e+00
8.893378340991677788e+00,4.013480894994565062e+00
4.369664350014339504e-01,3.846385772883272214e+00
-1.706761200189529148e+00,1.018457985281048250e+00
-4.708887757907460170e+00,4.999987741453687740e+00
5.484673788684332862e+00,1.567363476894768182e+00
-8.769933556690290288e-01,1.462360577585823496e+00
1.368678977372969285e+00,4.959287457723632997e+00
-9.624203991272896275e+00,3.396213539561670380e+00
2.352709941517542092e+00,4.419132862657230376e+00
2.241914454448428629e+00,4.566253668900781548e+00
2.338679937495138361e+00,4.438764707767527185e+00
8.874961570292484225e+00,4.045061377000146230e+00
3.636405982069668141e+00,2.050265244202720272e+00
-2.809841988524279799e+00,2.348602531475581401e+00
-1.259360924013170902e+00,1.096210586128314457e+00
3.952623918545297599e+00,1.550004310654936823e+00
-8.795490567414603333e+00,1.822862394734432678e+00
3.335334308913353141e+00,2.614936228464160184e+00
3.412757392363188202e+00,2.464292406318826067e+00
-5.792348778523182418e+00,3.942727640276920464e+00
-7.421474046902933885e+00,1.184164893695761167e+00
-3.691432981516323153e+00,4.045102195820232005e+00
-2.725784581147547847e+00,2.192141442104999616e+00
1.403935408357593673e+00,4.972221974680338441e+00
-1.227969730753592614e+00,1.116383465292070776e+00
9.767476761184525458e+00,2.327939637489783387e+00
-7.959103785039438606e+00,1.011040493956223196e+00
-5.822464878103305708e+00,3.889187067948467025e+00
-6.773809642300074429e+00,2.057646664393380398e+00
3.062166509307967743e+00,3.158685320966302612e+00
-4.934167949204358194e+00,4.951015363229593902e+00
-6.737845428738751252e-01,1.752104120914854013e+00
-5.111488159967945144e+00,4.842822832477543749e+00
-6.820608327089605183e+00,1.976152022476766135e+00
-7.792497176713897744e+00,1.003779147721432174e+00
3.126591789305468438e+00,3.030000603386834079e+00
-7.236340973027724388e+00,1.369505901764102473e+00
-6.068352766398930065e+00,3.426367643211697178e+00
-2.625496586780718289e+00,2.013023096088408348e+00
6.419864596958703373e+00,3.272508261859235379e+00
-8.057974484138775040e+00,1.041468978878204776e+00
6.758898149976076297e+00,3.915944513677527272e+00
-8.078031842120738659e+00,1.049988856081439215e+00
9.529189300267915996e+00,2.791556535573897158e+00
-6.269759670459684742e-01,1.826602867885168235e+00
9.535221763806742246e+00,2.779561178506113617e+00
2.096910394900920238e+00,4.729530038636484690e+00
4.785271587966033024e+00,1.005309523569935193e+00
-9.216244154913585618e+00,2.585948613811719810e+00
-4.343860748471808364e+00,4.865717099417830482e+00
-7.596068775736622314e+00,1.066151127146466093e+00
-4.077196049557101354e+00,4.609914478524219206e+00
-7.625445620915119349e+00,1.052001784810950191e+00
-3.640336412120479537e+00,3.956645409972582961e+00
-1.714740109706600180e+00,1.020684061452464153e+00
-8.717050073024312340e+00,1.699781986702563863e+00
3.849442387400397791e+00,1.699596829092826722e+00
1.332029084131502117e+00,4.943260532735886059e+00
-4.692210181211091680e+00,4.999592829880286970e+00
4.649610693339933931e-01,3.896776008073977948e+00
-8.121189784831166492e+00,1.070976373368805579e+00
1.518929911123585441e+00,4.997310477935745787e+00
8.585923951524282671e+00,4.487755449885418635e+00
-3.628620950973527215e+00,3.936003566230116935e+00
3.348207599273633761e+00,2.589703951855793385e+00
-7.364042751912156959e+00,1.235276758708259148e+00
4.326544082371309941e+00,1.147038414512696392e+00
-4.211878141055978020e+00,4.754675075950284047e+00
-6.336172759857663372e+00,2.894074678112215970e+00
1.730258696201662616e+00,4.974625590072134784e+00
-9.597849076250128064e+00,3.344416782203923688e+00
6.578800584347263225e+00,3.582656987133090443e+00
-9.906090476149058688e+00,3.925885943864826366e+00
3.556330735924602138e+00,2.194099537142527367e+00
-4.599840536156703408e+00,4.987346213452831911e+00
4.703880442451897181e+00,1.000072394780999296e+00
9.243770902348764196e+00,3.360040541101680933e+00
-5.024937129600839825e+00,4.903106288043308503e+00
1.523146688356737499e+00,4.997729941517197183e+00
1.840838625436781228e+00,4.927519226252393025e+00
1.445038115817467883e+00,4.984205704575427553e+00
-5.538367347187634238e+00,4.355675967630564749e+00
9.054980230339701563e+00,3.722853686234540938e+00
-1.057492427647453326e+00,1.257746282271251292e+00
6.928173449422555308e+00,4.202377925881790155e+00
3.989585506350085353e+00,1.500091581276864483e+00
-4.051260982897327168e+00,4.578600269582191018e+00
6.275956394049543974e+00,2.985542299660469467e+00
-2.069885183060307554e+00,1.243961953742724225e+00
7.622063942223231692e+00,4.946454828616343669e+00
1.625457452717174789e+00,4.997012905170489461e+00
7.634707237097057231e+00,4.952111081015433847e+00
3.850631801555318035e+00,1.697790406632277538e+00
4.505085596392810032e+00,1.042821011288475708e+00
2.648763853404467739e-02,3.052969082753845598e+00
9.121672694464479036e+00,3.596970702602341419e+00
2.879803984592747668e+00,3.517617383039747470e+00
-1.522899028836405932e+00,1.002293712591137531e+00
2.127864282558487474e+00,4.697617856675692316e+00
-9.616136033813329931e+00,3.380384707770425656e+00
-3.968503666509013428e+00,4.471686342624159316e+00
3.203470749853700283e+00,2.876322767343655773e+00
-4.198447855791118677e+00,4.741627534691106760e+00
2.360308579976830856e+00,4.408383408930989233e+00
-1.424625981084677306e+00,1.021327755703614226e+00
-7.290518715550994955e+00,1.309178839669628003e+00
-4.034353480879384612e+00,4.557612963470245582e+00
1.399298214025296971e+00,4.970660413544932155e+00
1.817455224963463678e+00,4.939467228066305893e+00
1.486504976991575688e+00,4.992899174141712137e+00
3.064016397142673043e+00,3.154996939789721733e+00
3.042065400033777678e+00,3.198726041655238550e+00
-1.371631291320520418e+00,1.039535763937799118e+00
7.930931917021261768e+00,4.994081575223967562e+00
-2.648762599042068899e+00,2.053757899424376809e+00
-1.282701494687463750e+00,1.082426153740497110e+00
