3.397279357910156250e+02,4.040018920898437500e+02,4.398825378417968750e+02,3.160733642578125000e+02,4.001050720214843750e+02,4.124504699707031250e+02,3.716631164550781250e+02,3.420071411132812500e+02,2.801368713378906250e+02,3.556521301269531250e+02,4.521071472167968750e+02,3.030513916015625000e+02,3.612410583496093750e+02,2.974642639160156250e+02,3.673703308105468750e+02,4.316520690917968750e+02,3.499443664550781250e+02,4.013255310058593750e+02,2.881958312988281250e+02,2.802931213378906250e+02
3.369550781250000000e+02,3.940660705566406250e+02,4.376780395507812500e+02,3.166837768554687500e+02,4.005040283203125000e+02,4.050160522460937500e+02,3.655626525878906250e+02,3.386885986328125000e+02,2.817490844726562500e+02,3.566867370605468750e+02,4.620056762695312500e+02,3.010648498535156250e+02,3.726191101074218750e+02,2.931720275878906250e+02,3.681627502441406250e+02,4.236883544921875000e+02,3.512376708984375000e+02,4.035738525390625000e+02,2.827139892578125000e+02,2.768264160156250000e+02
3.321827087402343750e+02,3.978734130859375000e+02,4.458971557617187500e+02,3.057139282226562500e+02,3.957663269042968750e+02,4.050818176269531250e+02,3.703382568359375000e+02,3.390407104492187500e+02,2.800643920898437500e+02,3.611682128906250000e+02,4.617356262207031250e+02,3.000875854492187500e+02,3.656670227050781250e+02,2.969913024902343750e+02,3.643088378906250000e+02,4.282933349609375000e+02,3.476929931640625000e+02,4.042901306152343750e+02,2.825483093261718750e+02,2.824685974121093750e+02
3.390101928710937500e+02,4.006469421386718750e+02,4.442090148925781250e+02,3.142008666992187500e+02,4.003904724121093750e+02,4.134284667968750000e+02,3.748123168945312500e+02,3.373157653808593750e+02,2.784024047851562500e+02,3.605764160156250000e+02,4.608900451660156250e+02,3.000139465332031250e+02,3.693532409667968750e+02,3.016842651367187500e+02,3.672319030761718750e+02,4.261693725585937500e+02,3.472680664062500000e+02,4.012397766113281250e+02,2.826660461425781250e+02,2.792016296386718750e+02
3.303089904785156250e+02,4.018231506347656250e+02,4.365742187500000000e+02,3.181652221679687500e+02,4.030595397949218750e+02,4.083254089355468750e+02,3.665782775878906250e+02,3.360966796875000000e+02,2.755263671875000000e+02,3.575053100585937500e+02,4.595151672363281250e+02,3.001615295410156250e+02,3.704038391113281250e+02,2.937474365234375000e+02,3.608450317382812500e+02,4.304595947265625000e+02,3.518066406250000000e+02,3.959790649414062500e+02,2.830558166503906250e+02,2.844765625000000000e+02
3.323308410644531250e+02,4.014558105468750000e+02,4.436499938964843750e+02,3.124534301757812500e+02,3.941158752441406250e+02,4.103514404296875000e+02,3.685509338378906250e+02,3.412615661621093750e+02,2.769411010742187500e+02,3.595645141601562500e+02,4.540954284667968750e+02,3.042608642578125000e+02,3.707282714843750000e+02,2.987686462402343750e+02,3.673018188476562500e+02,4.277325134277343750e+02,3.472687683105468750e+02,3.979837951660156250e+02,2.849940795898437500e+02,2.794277648925781250e+02
3.337534484863281250e+02,3.991979370117187500e+02,4.368476257324218750e+02,3.142106933593750000e+02,3.992357177734375000e+02,4.114774780273437500e+02,3.750609130859375000e+02,3.334732666015625000e+02,2.815252380371093750e+02,3.489602050781250000e+02,4.557037963867187500e+02,3.027947998046875000e+02,3.660768127441406250e+02,2.998504943847656250e+02,3.627350463867187500e+02,4.310423583984375000e+02,3.442312316894531250e+02,3.993150024414062500e+02,2.880023498535156250e+02,2.776325988769531250e+02
3.321057739257812500e+02,3.945335083007812500e+02,4.373128051757812500e+02,3.155252075195312500e+02,3.945092773437500000e+02,4.077728576660156250e+02,3.680070190429687500e+02,3.339605407714843750e+02,2.819763488769531250e+02,3.577542419433593750e+02,4.548430175781250000e+02,3.057244262695312500e+02,3.688513183593750000e+02,2.948624572753906250e+02,3.642199096679687500e+02,4.291723022460937500e+02,3.518628234863281250e+02,4.024123229980468750e+02,2.839788818359375000e+02,2.841830749511718750e+02
3.310608215332031250e+02,3.954402770996093750e+02,4.338222045898437500e+02,3.190227966308593750e+02,4.006372680664062500e+02,4.117635192871093750e+02,3.706809692382812500e+02,3.341896057128906250e+02,2.803801879882812500e+02,3.557041625976562500e+02,4.594038696289062500e+02,3.036590881347656250e+02,3.644727172851562500e+02,2.996118164062500000e+02,3.618865661621093750e+02,4.348131103515625000e+02,3.507601928710937500e+02,3.953914794921875000e+02,2.883933715820312500e+02,2.790917053222656250e+02
3.340902709960937500e+02,3.969175109863281250e+02,4.388947143554687500e+02,3.170420227050781250e+02,3.965802917480468750e+02,4.100723571777343750e+02,3.688788146972656250e+02,3.325049743652343750e+02,2.771234130859375000e+02,3.594838562011718750e+02,4.591998291015625000e+02,3.045040283203125000e+02,3.685066223144531250e+02,2.962187500000000000e+02,3.663847656250000000e+02,4.276266479492187500e+02,3.533971557617187500e+02,3.985287780761718750e+02,2.813527526855468750e+02,2.823173522949218750e+02
