x1,y
0.9762700785464951,4.6222814240189685
4.30378732744839,4.621939831760415
2.055267521432878,-1.7419508580806182
0.8976636599379368,0.9204639965284431
-1.5269040132219054,5.800449716938147
2.917882261333123,3.8746778472898633
-1.2482557747461502,-2.445970771985379
7.835460015641594,7.337260998695314
9.273255210020587,10.475833473125586
-2.3311696234844455,-3.9509329078054387
5.834500761653292,6.0373473567077625
0.5778983950580887,0.9944223618107213
1.3608912218786458,-0.42805796326010603
8.51193276585322,9.67550781748688
-8.579278836042262,-14.118689596790865
-8.257414005969185,-4.6227826217705275
-9.595632051193485,-8.24424255710082
6.65239691095876,12.500359425712787
5.563135018997009,-0.7751854695568081
7.400242964936382,2.7901089170581104
9.572366844655281,6.826797658628142
5.983171284334471,5.412683067093651
-0.7704127549413631,-0.9856511252447384
5.610583525729108,1.6730098747475863
-7.634511482621336,-4.550937537802699
2.798420426550477,4.252130392790827
-7.132934251819072,-4.2441057148724175
8.893378340991678,3.098665410185597
0.43696643500143395,9.028725400784092
-1.7067612001895291,-5.373720787085311
-4.70888775790746,-8.764416148158759
5.484673788684333,0.509124137308123
-0.876993355669029,5.871016528460041
1.3686789773729693,1.6185790604363153
-9.624203991272896,-16.535303187368257
2.352709941517542,6.465580260152134
2.2419144544484286,-2.075866302481762
2.3386799374951384,-1.5287373155775823
8.874961570292484,11.340669253558953
3.636405982069668,7.792006029340121
-2.80984198852428,-0.3007094372959278
-1.259360924013171,-1.6234391262695518
3.9526239185452976,5.434271034323636
-8.795490567414603,-8.452093397821512
3.335334308913353,0.8407787625351753
3.412757392363188,6.0354720562803035
-5.792348778523182,-10.329661120479361
-7.421474046902934,-10.162387465517185
-3.691432981516323,-2.0162707792254686
-2.725784581147548,-4.220470293758517
1.4039354083575937,3.1638860625904757
-1.2279697307535926,0.7175101124096246
9.767476761184525,4.610104967987625
-7.959103785039439,-2.770788846315792
-5.822464878103306,-9.573243266976611
-6.773809642300074,-7.057380510315571
3.0621665093079677,4.870069349857557
-4.934167949204358,-9.958233143144376
-0.6737845428738751,-3.699694766853397
-5.111488159967945,-10.252930789102756
-6.820608327089605,-12.72634725657164
-7.792497176713898,-7.717536489302362
3.1265917893054684,5.199253996462945
-7.236340973027724,-6.463912270810879
-6.06835276639893,1.9979727344889069
-2.6254965867807183,-5.373633719709265
6.419864596958703,4.2301382342853175
-8.057974484138775,-11.755310675289513
6.758898149976076,6.618697487496122
-8.078031842120739,-6.292575034721955
9.529189300267916,13.807144040924488
-0.6269759670459685,-2.2031631109001295
9.535221763806742,12.851434503182988
2.0969103949009202,13.048252465327598
4.785271587966033,7.580519562890281
-9.216244154913586,-4.543205939146005
-4.343860748471808,0.6824727154439643
-7.596068775736622,1.5873967390445038
-4.077196049557101,0.219000779683304
-7.625445620915119,-12.405002391133937
-3.6403364121204795,-0.7223511280980541
-1.7147401097066002,-5.018068366659542
-8.717050073024312,-18.440635183286247
3.849442387400398,2.887785257277355
1.3320290841315021,2.6497693782945726
-4.692210181211092,-2.509952813509566
0.4649610693339934,4.878698648747352
-8.121189784831166,-7.6769092199704545
1.5189299111235854,2.7930710449031544
8.585923951524283,10.39413606143206
-3.628620950973527,-9.449852726882098
3.3482075992736338,1.0287374263884783
-7.364042751912157,-6.1292404512364165
4.32654408237131,10.996928369683932
-4.211878141055978,-6.056712628087761
-6.336172759857663,-9.800088931206108
1.7302586962016626,-1.5593445771812156
-9.597849076250128,-14.379747591027698
6.578800584347263,15.87904974971278
-9.906090476149059,-10.09585280141228
3.556330735924602,8.11552584387876
-4.599840536156703,-2.6422248605059053
4.703880442451897,7.255952756783927
9.243770902348764,12.731934943722434
-5.02493712960084,0.45581173189082946
1.5231466883567375,-1.1576541035160783
1.8408386254367812,2.387068067890034
1.4450381158174679,5.020554827090689
-5.538367347187634,-14.371515913913443
9.054980230339702,3.034211047624612
-1.0574924276474533,0.8299670233524967
6.928173449422555,8.711868373445327
3.9895855063500854,8.288746892684445
-4.051260982897327,-5.264210980111527
6.275956394049544,-1.3764694072781376
-2.0698851830603076,-5.840069749980595
7.622063942223232,-1.1575232985106236
1.6254574527171748,-0.4233957824958061
7.634707237097057,3.0984486899679187
3.850631801555318,8.110672080991968
4.50508559639281,4.38086297982791
0.026487638534044677,-1.5411943638148928
9.121672694464479,16.903266834443638
2.8798039845927477,-0.7368301324437261
-1.522899028836406,-6.072974869401804
2.1278642825584875,4.3650761425904285
