x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.9762700785464951,4.30378732744839,2.055267521432878,0.8976636599379368,-1.5269040132219054,2.917882261333123,-1.2482557747461502,7.835460015641594,9.273255210020587,-2.3311696234844455,26.799268008380974
5.834500761653292,0.5778983950580887,1.3608912218786458,8.51193276585322,-8.579278836042262,-8.257414005969185,-9.595632051193485,6.65239691095876,5.563135018997009,7.400242964936382,9.786825650442491
9.572366844655281,5.983171284334471,-0.7704127549413631,5.610583525729108,-7.634511482621336,2.798420426550477,-7.132934251819072,8.893378340991678,0.43696643500143395,-1.7067612001895291,12.25304878817765
-4.70888775790746,5.484673788684333,-0.876993355669029,1.3686789773729693,-9.624203991272896,2.352709941517542,2.2419144544484286,2.3386799374951384,8.874961570292484,3.636405982069668,11.110739883621685
-2.80984198852428,-1.259360924013171,3.9526239185452976,-8.795490567414603,3.335334308913353,3.412757392363188,-5.792348778523182,-7.421474046902934,-3.691432981516323,-2.725784581147548,-14.46766451806015
1.4039354083575937,-1.2279697307535926,9.767476761184525,-7.959103785039439,-5.822464878103306,-6.773809642300074,3.0621665093079677,-4.934167949204358,-0.6737845428738751,-5.111488159967945,-17.31241442343576
-6.820608327089605,-7.792497176713898,3.1265917893054684,-7.236340973027724,-6.06835276639893,-2.6254965867807183,6.419864596958703,-8.057974484138775,6.758898149976076,-8.078031842120739,-31.57166261726937
9.529189300267916,-0.6269759670459685,9.535221763806742,2.0969103949009202,4.785271587966033,-9.216244154913586,-4.343860748471808,-7.596068775736622,-4.077196049557101,-7.625445620915119,-8.037397286644874
-3.6403364121204795,-1.7147401097066002,-8.717050073024312,3.849442387400398,1.3320290841315021,-4.692210181211092,0.4649610693339934,-8.121189784831166,1.5189299111235854,8.585923951524283,-9.931661894274889
-3.628620950973527,3.3482075992736338,-7.364042751912157,4.32654408237131,-4.211878141055978,-6.336172759857663,1.7302586962016626,-9.597849076250128,6.578800584347263,-9.906090476149059,-26.680606478325632
3.556330735924602,-4.599840536156703,4.703880442451897,9.243770902348764,-5.02493712960084,1.5231466883567375,1.8408386254367812,1.4450381158174679,-5.538367347187634,9.054980230339702,16.407687322785247
-1.0574924276474533,6.928173449422555,3.9895855063500854,-4.051260982897327,6.275956394049544,-2.0698851830603076,7.622063942223232,1.6254574527171748,7.634707237097057,3.850631801555318,31.164461156562513
4.50508559639281,0.026487638534044677,9.121672694464479,2.8798039845927477,-1.522899028836406,2.1278642825584875,-9.61613603381333,-3.9685036665090134,3.2034707498537003,-4.198447855791119,0.7694491763076476
2.360308579976831,-1.4246259810846773,-7.290518715550995,-4.034353480879385,1.399298214025297,1.8174552249634637,1.4865049769915757,3.064016397142673,3.0420654000337777,-1.3716312913205204,0.2120943759316989
7.930931917021262,-2.648762599042069,-1.2827014946874638,7.838467100313441,6.123879780921715,4.077771670807326,-7.995462253753978,8.389652274893471,4.2848259909822275,9.976940131357331,31.156131758064657
